,DataSetName,NominalEncoder,OrdinalEncoder,Score,Roc_auc_score
680,Bridges,FrequencyEncoder,BinaryEncoder,0.6571428571428571,0.625
681,Bridges,FrequencyEncoder,HelmertEncoder,0.6285714285714286,0.5916666666666667
682,Bridges,FrequencyEncoder,LabelEncoder,0.6571428571428571,0.6166666666666667
683,Bridges,FrequencyEncoder,JamesSteinEncoder,0.6571428571428571,0.6166666666666667
684,Bridges,FrequencyEncoder,BaseNEncoder,0.6571428571428571,0.625
685,Bridges,FrequencyEncoder,HashingEncoder,0.7142857142857143,0.6833333333333333
686,Bridges,FrequencyEncoder,SumEncoder,0.6571428571428571,0.625
687,Bridges,FrequencyEncoder,OneHotEncoder,0.6857142857142857,0.65
688,Bridges,FrequencyEncoder,FrequencyEncoder,0.6571428571428571,0.6166666666666667
689,Bridges,FrequencyEncoder,TargetEncoder,0.6571428571428571,0.6166666666666667
690,Bridges,TargetEncoder,BinaryEncoder,0.7142857142857143,0.7000000000000002
691,Bridges,TargetEncoder,HelmertEncoder,0.7142857142857143,0.7000000000000002
692,Bridges,TargetEncoder,LabelEncoder,0.7142857142857143,0.7000000000000002
693,Bridges,TargetEncoder,JamesSteinEncoder,0.7142857142857143,0.7000000000000002
694,Bridges,TargetEncoder,BaseNEncoder,0.7142857142857143,0.7000000000000002
695,Bridges,TargetEncoder,HashingEncoder,0.7142857142857143,0.7000000000000002
696,Bridges,TargetEncoder,SumEncoder,0.7142857142857143,0.7000000000000002
697,Bridges,TargetEncoder,OneHotEncoder,0.7142857142857143,0.7000000000000002
698,Bridges,TargetEncoder,FrequencyEncoder,0.7142857142857143,0.7000000000000002
699,Bridges,TargetEncoder,TargetEncoder,0.7142857142857143,0.7000000000000002
