,DataSetName,ColumnName,ColumnType,Encoder,EncoderForOthers,Cardinality,Score,Roc_auc_score
184,Adult,workclass,Nominal,BaseNEncoder,BinaryEncoder,7,0.8052800857678907,0.742360233337346
185,Adult,workclass,Nominal,BaseNEncoder,SumEncoder,7,0.8072902707049049,0.7462412473415994
186,Adult,workclass,Nominal,BaseNEncoder,JamesSteinEncoder,7,0.8076923076923077,0.7457810430961839
187,Adult,workclass,Nominal,BaseNEncoder,HashingEncoder,7,0.7976413830072366,0.7332853065687572
188,Adult,workclass,Nominal,BaseNEncoder,BaseNEncoder,7,0.8052800857678907,0.742360233337346
189,Adult,workclass,Nominal,BaseNEncoder,FrequencyEncoder,7,0.8066872152238006,0.7439314483768709
190,Adult,workclass,Nominal,FrequencyEncoder,LabelEncoder,7,0.8030018761726079,0.7423012970988324
191,Adult,workclass,Nominal,FrequencyEncoder,OneHotEncoder,7,0.8048780487804879,0.7454568937843585
192,Adult,workclass,Nominal,FrequencyEncoder,TargetEncoder,7,0.8101045296167247,0.750929186228482
193,Adult,workclass,Nominal,FrequencyEncoder,HelmertEncoder,7,0.8037389439828464,0.7418818466353677
194,Adult,workclass,Nominal,FrequencyEncoder,BinaryEncoder,7,0.8062181720718307,0.7456199089121623
195,Adult,workclass,Nominal,FrequencyEncoder,SumEncoder,7,0.8044760117930849,0.7425533435656676
196,Adult,workclass,Nominal,FrequencyEncoder,JamesSteinEncoder,7,0.8101715357812919,0.7509737018979977
197,Adult,workclass,Nominal,FrequencyEncoder,HashingEncoder,7,0.7940900562851783,0.7305623269531719
198,Adult,workclass,Nominal,FrequencyEncoder,BaseNEncoder,7,0.8062181720718307,0.7456199089121623
199,Adult,workclass,Nominal,FrequencyEncoder,FrequencyEncoder,7,0.8085633878316805,0.7455415362545643
200,Adult,education,Ordinal,LabelEncoder,LabelEncoder,16,0.8013267220584294,0.7368246157858833
201,Adult,education,Ordinal,LabelEncoder,OneHotEncoder,16,0.8084963816671134,0.7493153364632238
202,Adult,education,Ordinal,LabelEncoder,TargetEncoder,16,0.8103725542749933,0.7492890032502708
203,Adult,education,Ordinal,LabelEncoder,HelmertEncoder,16,0.8086974001608148,0.7515398659764858
204,Adult,education,Ordinal,LabelEncoder,BinaryEncoder,16,0.8036719378182793,0.7402009098752057
205,Adult,education,Ordinal,LabelEncoder,SumEncoder,16,0.8082283570088448,0.7495009229164158
206,Adult,education,Ordinal,LabelEncoder,JamesSteinEncoder,16,0.8104395604395604,0.7493335189197865
207,Adult,education,Ordinal,LabelEncoder,HashingEncoder,16,0.7936880192977754,0.7258405310782072
208,Adult,education,Ordinal,LabelEncoder,BaseNEncoder,16,0.8036719378182793,0.7402009098752057
209,Adult,education,Ordinal,LabelEncoder,FrequencyEncoder,16,0.8078933261860091,0.7440963444484571
210,Adult,education,Ordinal,OneHotEncoder,LabelEncoder,16,0.799249530956848,0.7342627703543196
211,Adult,education,Ordinal,OneHotEncoder,OneHotEncoder,16,0.8076923076923077,0.7467810782071346
212,Adult,education,Ordinal,OneHotEncoder,TargetEncoder,16,0.8095684803001876,0.7474820432566912
213,Adult,education,Ordinal,OneHotEncoder,HelmertEncoder,16,0.8076253015277406,0.7495548433048432
214,Adult,education,Ordinal,OneHotEncoder,BinaryEncoder,16,0.8027338515143393,0.7381230939769672
