,DataSetName,ColumnName,ColumnType,Encoder,EncoderForOthers,Cardinality,Score,Roc_auc_score
266,Adult,native-country,Nominal,BaseNEncoder,,41,0.7522112034307157,0.0
267,Adult,native-country,Nominal,HashingEncoder,,41,0.7526132404181185,0.0
268,Adult,native-country,Nominal,TargetEncoder,,41,0.7522112034307157,0.0
269,Adult,native-country,Nominal,OneHotEncoder,,41,0.7522112034307157,0.0
270,Adult,education-num,Ordinal,SumEncoder,,16,0.7714419726614848,0.0
271,Adult,education-num,Ordinal,BinaryEncoder,,16,0.7714419726614848,0.0
272,Adult,education-num,Ordinal,HelmertEncoder,,16,0.7714419726614848,0.0
273,Adult,education-num,Ordinal,LabelEncoder,,16,0.7714419726614848,0.0
274,Adult,education-num,Ordinal,JamesSteinEncoder,,16,0.7714419726614848,0.0
275,Adult,education-num,Ordinal,FrequencyEncoder,,16,0.7714419726614848,0.0
276,Adult,education-num,Ordinal,BaseNEncoder,,16,0.7714419726614848,0.0
277,Adult,education-num,Ordinal,HashingEncoder,,16,0.7714419726614848,0.0
278,Adult,education-num,Ordinal,TargetEncoder,,16,0.7714419726614848,0.0
279,Adult,education-num,Ordinal,OneHotEncoder,,16,0.7714419726614848,0.0
280,Adult,education,Ordinal,SumEncoder,,16,0.7714419726614848,0.0
281,Adult,education,Ordinal,BinaryEncoder,,16,0.7714419726614848,0.0
282,Adult,education,Ordinal,HelmertEncoder,,16,0.7714419726614848,0.0
283,Adult,education,Ordinal,LabelEncoder,,16,0.7714419726614848,0.0
284,Adult,education,Ordinal,JamesSteinEncoder,,16,0.7714419726614848,0.0
285,Adult,education,Ordinal,FrequencyEncoder,,16,0.7714419726614848,0.0
286,Adult,education,Ordinal,BaseNEncoder,,16,0.7714419726614848,0.0
287,Adult,education,Ordinal,HashingEncoder,,16,0.756231573304744,0.0
288,Adult,education,Ordinal,TargetEncoder,,16,0.7714419726614848,0.0
289,Adult,education,Ordinal,OneHotEncoder,,16,0.7714419726614848,0.0
290,Adult,sex,Nominal,SumEncoder,,2,0.7526132404181185,0.0
291,Adult,sex,Nominal,BinaryEncoder,,2,0.7526132404181185,0.0
292,Adult,sex,Nominal,HelmertEncoder,,2,0.7526132404181185,0.0
293,Adult,sex,Nominal,LabelEncoder,,2,0.7526132404181185,0.0
294,Adult,sex,Nominal,JamesSteinEncoder,,2,0.7526132404181185,0.0
295,Adult,sex,Nominal,FrequencyEncoder,,2,0.7526132404181185,0.0
296,Adult,sex,Nominal,BaseNEncoder,,2,0.7526132404181185,0.0
297,Adult,sex,Nominal,HashingEncoder,,2,0.7526132404181185,0.0
298,Adult,sex,Nominal,TargetEncoder,,2,0.7526132404181185,0.0
299,Adult,sex,Nominal,OneHotEncoder,,2,0.7526132404181185,0.0
300,Adult,occupation,Nominal,SumEncoder,,14,0.7526132404181185,0.0
301,Adult,occupation,Nominal,BinaryEncoder,,14,0.7526132404181185,0.0
302,Adult,occupation,Nominal,HelmertEncoder,,14,0.7526132404181185,0.0
303,Adult,occupation,Nominal,LabelEncoder,,14,0.7526132404181185,0.0
304,Adult,occupation,Nominal,JamesSteinEncoder,,14,0.7526132404181185,0.0
305,Adult,occupation,Nominal,FrequencyEncoder,,14,0.7526132404181185,0.0
306,Adult,occupation,Nominal,BaseNEncoder,,14,0.7526132404181185,0.0
307,Adult,occupation,Nominal,HashingEncoder,,14,0.7526132404181185,0.0
308,Adult,occupation,Nominal,TargetEncoder,,14,0.7526132404181185,0.0
309,Adult,occupation,Nominal,OneHotEncoder,,14,0.7526132404181185,0.0
